6 6 
1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 
1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 
1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 
1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 
1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 
1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 1 -0.040000 
0.252698 0.103672 0.146868 
0.075594 0.075594 0.129589 
0.004321 0.023759 0.187904 

0.123077 0.128671 0.072728 
0.177622 0.016784 0.144056 
0.123077 0.097902 0.116084 

0.005895 0.210215 0.237720 
0.015718 0.225932 0.080550 
0.029470 0.041258 0.153241 

0.080960 0.000001 0.166416 
0.149925 0.013494 0.170914 
0.100450 0.143928 0.173913 

0.036550 0.102339 0.108187 
0.118421 0.116959 0.184210 
0.042398 0.121345 0.169590 

0.142653 0.162625 0.055635 
0.089872 0.114123 0.032811 
0.179743 0.124108 0.098431 

0.117917 0.090352 0.087290 
0.101072 0.160796 0.070444 
0.179173 0.165390 0.027566 

0.039084 0.087601 0.167116 
0.153639 0.105121 0.141509 
0.121294 0.086254 0.098383 

